url,title,author,date,sitename,query_trigger,word_count,scraped_at
https://www.franceinfo.fr/faits-divers/justice-proces/proces-de-valerie-bacot/proces-de-valerie-bacot-justice-a-ete-rendue-selon-son-avocate_4679061.html,"Procès de Valérie Bacot : ""Le verdict fera date"" parce qu’a été évoqué ""le syndrome de la femme battue"", selon son avocate",Franceinfo,2021-06-26,,Valérie Bacot procès,704,2026-05-28T14:18:53.503112
https://www.bienpublic.com/faits-divers-justice/2021/06/22/proces-de-valerie-bacot-deuxieme-jour-d-audience,Saône-et-Loire. Affaire Valérie Bacot : revivez la deuxième journée du procès,Le Bien Public,2021-06-22,,Valérie Bacot procès,213,2026-05-28T14:19:02.618230
https://www.lejsl.com/faits-divers-justice/2021/06/21/suivez-le-proces-de-valerie-bacot,"Justice / Chalon-sur-Saône. Procès de Valérie Bacot : ""Vous ne comprenez pas ce que je vivais""",Jim GASSMANN,2021-06-21,,Valérie Bacot procès,5792,2026-05-28T14:19:08.268261
https://www.rtl.fr/actu/justice-faits-divers/proces-de-valerie-bacot-4-ans-de-prison-dont-3-avec-sursis-pour-l-accusee-qui-reste-libre-7900049472,Procès de Valérie Bacot : 4 ans de prison dont 3 avec sursis pour l'accusée qui reste libre,Nicolas Barreiro; AFP,2021-06-25,,Valérie Bacot procès,307,2026-05-28T14:19:10.678641
https://madame.lefigaro.fr/societe/valerie-bacot-proces-livre-femme-battue-violee-prostituee-par-son-mari-tout-le-monde-savait-230621-197039,"""Tout le monde savait"", le récit terrifiant de Valérie Bacot, battue, violée et prostituée par son mari",Stéphanie O'brien,2021-06-23,,Valérie Bacot procès,2189,2026-05-28T14:19:18.036629
https://www.bfmtv.com/police-justice/proces-de-valerie-bacot-l-accusee-aimait-son-mari-proxenete-selon-sa-mere_AD-202106240020.html,"Procès de Valérie Bacot: l'accusée aimait son mari proxénète, selon sa mère",C M,2021-06-24,,Valérie Bacot procès,706,2026-05-28T14:19:20.351599
https://www.lejsl.com/faits-divers-justice/2021/06/24/suivez-le-proces-de-valerie-bacot,"Justice. Procès de Valérie Bacot : ""Je ne suis plus une chose, je suis quelqu'un""",Jim GASSMANN,2021-06-24,,Valérie Bacot procès,5623,2026-05-28T14:19:25.181143
https://www.elle.fr/Societe/News/Proces-Valerie-Bacot-jour-2-les-enfants-Elle-nous-a-dit-ce-qui-s-est-passe-et-on-lui-a-fait-un-gros-calin-3933395,"Procès Valérie Bacot, jour 2, les enfants : « Elle nous a dit ce qui s’est passé et on lui a fait un gros câlin » - Elle",Catherine Robin,2021-06-23,,Valérie Bacot procès,161,2026-05-28T14:19:28.695942
https://www.midilibre.fr/2021/06/25/proces-de-valerie-bacot-9630402.php,"Procès de Valérie Bacot : une condamnation ""pour l'exemple"", elle fait un malaise",Mélissa Simon,2021-06-25,,Valérie Bacot procès,247,2026-05-28T14:19:32.187018
https://www.bfmtv.com/police-justice/la-mere-de-valerie-bacot-assigne-sa-fille-et-son-editeur-pour-diffamation_AD-202107160115.html,La mère de Valérie Bacot assigne sa fille et son éditeur pour diffamation,Par E P,2021-07-16,,Valérie Bacot procès,397,2026-05-28T14:19:34.557629
