url,title,author,date,sitename,word_count,scraped_at
https://www.lemonde.fr/societe/article/2021/06/25/valerie-bacot-condamnee-a-4-ans-de-prison-dont-3-avec-sursis_6085870_3224.html,"Liban : dépréciation record de la monnaie, heurts dans deux grandes villes",Le Monde avec AFP,2021-06-27,,473,2026-06-04T14:33:15.700860
